area,area_code,proc_code,proc,comm_code,source_code,source,item_code,item,tcf
Viet Nam,237,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Viet Nam,237,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Viet Nam,237,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Viet Nam,237,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Viet Nam,237,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
Viet Nam,237,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.081
Viet Nam,237,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Viet Nam,237,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Viet Nam,237,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Ethiopia,238,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Ethiopia,238,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.75
Ethiopia,238,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Ethiopia,238,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Ethiopia,238,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Ethiopia,238,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Ethiopia,238,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Ethiopia,238,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
Ethiopia,238,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
British Virgin Islands,239,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
British Virgin Islands,239,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
British Virgin Islands,239,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
British Virgin Islands,239,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
British Virgin Islands,239,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
British Virgin Islands,239,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
British Virgin Islands,239,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.11
British Virgin Islands,239,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
British Virgin Islands,239,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
United States Virgin Islands,240,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
United States Virgin Islands,240,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
United States Virgin Islands,240,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.11
United States Virgin Islands,240,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
United States Virgin Islands,240,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
United States Virgin Islands,240,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
United States Virgin Islands,240,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
United States Virgin Islands,240,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
United States Virgin Islands,240,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Wake Island,242,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
Wake Island,242,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Wake Island,242,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.1
Wake Island,242,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Wake Island,242,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Wake Island,242,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Wake Island,242,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Wake Island,242,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Wake Island,242,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Wallis and Futuna Islands,243,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Wallis and Futuna Islands,243,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.11
Wallis and Futuna Islands,243,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Wallis and Futuna Islands,243,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Wallis and Futuna Islands,243,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Wallis and Futuna Islands,243,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Wallis and Futuna Islands,243,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Wallis and Futuna Islands,243,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Wallis and Futuna Islands,243,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Samoa,244,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Samoa,244,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Samoa,244,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Samoa,244,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Samoa,244,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
Samoa,244,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Samoa,244,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Samoa,244,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Samoa,244,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Yugoslav SFR,248,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Yugoslav SFR,248,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Yugoslav SFR,248,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Yugoslav SFR,248,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Yugoslav SFR,248,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.12
Yugoslav SFR,248,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.69
Yugoslav SFR,248,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Yugoslav SFR,248,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Yugoslav SFR,248,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Yemen,249,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Yemen,249,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.11
Yemen,249,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Yemen,249,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Yemen,249,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Yemen,249,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Yemen,249,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Yemen,249,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Yemen,249,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Democratic Republic of the Congo,250,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Democratic Republic of the Congo,250,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Democratic Republic of the Congo,250,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Democratic Republic of the Congo,250,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Democratic Republic of the Congo,250,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
Democratic Republic of the Congo,250,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Democratic Republic of the Congo,250,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Democratic Republic of the Congo,250,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.09
Democratic Republic of the Congo,250,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Zambia,251,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Zambia,251,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Zambia,251,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
Zambia,251,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Zambia,251,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Zambia,251,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Zambia,251,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Zambia,251,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Zambia,251,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Unspecified,252,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Unspecified,252,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Unspecified,252,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.11
Unspecified,252,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Unspecified,252,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Unspecified,252,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Unspecified,252,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Unspecified,252,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Unspecified,252,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Belgium,255,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Belgium,255,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Belgium,255,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Belgium,255,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.74
Belgium,255,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.11
Belgium,255,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Belgium,255,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Belgium,255,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Belgium,255,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Luxembourg,256,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Luxembourg,256,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.11
Luxembourg,256,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Luxembourg,256,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Luxembourg,256,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Luxembourg,256,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.74
Luxembourg,256,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Luxembourg,256,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Luxembourg,256,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Anguilla,258,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Anguilla,258,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Anguilla,258,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Anguilla,258,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Anguilla,258,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Anguilla,258,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Anguilla,258,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Anguilla,258,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.11
Anguilla,258,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Svalbard and Jan Mayen Islands,260,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Svalbard and Jan Mayen Islands,260,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Svalbard and Jan Mayen Islands,260,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Svalbard and Jan Mayen Islands,260,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Svalbard and Jan Mayen Islands,260,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Svalbard and Jan Mayen Islands,260,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Svalbard and Jan Mayen Islands,260,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Svalbard and Jan Mayen Islands,260,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Svalbard and Jan Mayen Islands,260,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.11
Mayotte,270,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Mayotte,270,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Mayotte,270,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Mayotte,270,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Mayotte,270,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Mayotte,270,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Mayotte,270,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Mayotte,270,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.11
Mayotte,270,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
South Georgia and the South Sandwich Islands,271,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
South Georgia and the South Sandwich Islands,271,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
South Georgia and the South Sandwich Islands,271,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
South Georgia and the South Sandwich Islands,271,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.11
South Georgia and the South Sandwich Islands,271,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
South Georgia and the South Sandwich Islands,271,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
South Georgia and the South Sandwich Islands,271,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
South Georgia and the South Sandwich Islands,271,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
South Georgia and the South Sandwich Islands,271,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Serbia,272,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
