iso3c,c001,c002,c003,c004,c005,c006,c007,c008,c009,c010,c011,c012,c013,c014,c015,c016,c017,c018,c019,c020,c021,c022,c023,c024,c025,c026,c027,c028,c029,c030,c031,c032,c033,c034,c035,c036,c037,c038,c039,c040,c041,c042,c043,c044,c045,c046,c047,c048,c049,c050,c051,c052,c053,c054,c055,c056,c057,c058,c059,c060,c061,c062,c063,c064,c065,c066,c067,c068,c069,c070,c071,c072,c073,c074,c075,c076,c077,c078,c079,c080,c081,c082,c083,c084,c085,c086,c087,c088,c089,c090,c091,c092,c093,c094,c095,c096,c097,c098,c099,c100,c101,c102,c103,c104,c105,c106,c107,c108,c109,c110,c111,c112,c113,c114,c115,c116,c117,c118,c119,c120,c121,c122,c123,c124,c125
TRI,120.80695,,,175.51688,,,,,,,18.114967,104.51814,207.82841,315.24557,194.64449,,,,45.345993,,,,,,,8.5771046,,,,,217.29222,,138.74825,138.32791,87.220634,151.11414,293.55576,127.66616,36.707684,,262.01895,,,76.454117,93.545631,40.517517,,,,,,,,,,,,,133.04202,,,9.8843842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMN,,20.087805,,,,,,22.794106,9.2012711,31.612633,,,,,,,,,,,,,,,,,,,,,51.520378,44.665096,32.897461,,20.680166,,,30.269867,,,,39.838406,,18.127407,,,,,,,,,,,,,,,31.544498,,,2.3436055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUN,,44.348789,13.757119,,,24.867697,,5.5181828,4.9060965,49.511169,,,,,,41.075081,16.240873,19.56011,14.424018,,,,30.595394,36.540878,39.223316,,,,8.9297819,,61.798416,47.756176,52.352806,67.666534,49.259113,58.897327,60.930836,,,57.037506,,55.401535,55.478462,13.648013,,,,,,,,,,,,,,,37.575134,,,0.50456029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR,74.767021,62.878956,49.027271,148.68929,60.778057,66.674644,67.599205,85.364532,,249.74486,,10.378666,,,45.525314,100.35621,25.831587,25.775572,25.771461,0.65503889,38.790844,20.378065,109.36271,34.626926,141.41739,,58.620045,,45.746677,,100.44519,107.71882,100.42184,197.86514,197.80409,197.72748,197.54193,55.134388,,47.990417,,176.61081,41.707489,79.502869,,,210.68665,101.74371,,,,,,,,,,,3.3940125,,27.603924,1.0144875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,,75.532585,,,,,,,,118.86736,,,,,,,,,,,,,,,,,,,,,193.72284,,123.69845,,77.759926,,261.71417,113.81839,,,,149.79724,57.759956,68.161247,,,,,,,,,,,,,,,118.61115,,,8.8122396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGA,1.245398,0.90981901,0.24370363,0.70485884,,1.5564541,0.079554096,0.17296226,,1.5299906,0.044835862,0.013720732,4.8845711,0.13270545,1.2331334,,0.17787686,0.041912068,0.14037271,0.33243188,0.18111376,0.14016029,1.0596721,,0.57109129,0.20158684,2.4729218,,,,1.0191332,0.5113914,0.58043969,0.98789191,0.98789185,0.98789221,0.98789316,1.1299294,0.10976586,0.98789018,1.0472894,0.98789418,,0.98789108,0.4412201,0.95227879,0.90024567,,1.9694889,,,,,,,0.082324192,,,0.68917584,,2.3682556,0.15453044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,,126.71561,117.99998,,100,100.00006,,,,154.99992,,,,,,100.00002,,4.999999,67.822121,,,,,185.00011,,,,,,,125.00005,124.99999,124.99995,,,,,,,49.999973,,,50.000034,,,,,223.5262,,,,,,,,,,,,,,68.886642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,17.664198,20.307749,6.2995334,16.47851,14.918491,11.38717,2.1311228,2.5268323,2.2465527,22.67164,,,,,,18.808702,7.4368658,8.9567795,6.6049037,2.2679305,8.1795416,,14.009944,16.732433,,,,,,,28.29812,21.86804,23.972887,,,,,,,26.118046,,,25.404154,6.249567,,,24.940163,23.963196,,,,,,18.721146,,,,,17.20603,,16.156832,0.23104325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,172.56996,75.76622,59.48769,150.965,37.237617,48.289291,39.784119,83.986046,,208.93181,,154.06302,108.64418,,123.21171,107.20213,74.875305,65.387871,23.703846,9.7321272,26.20719,23.354805,24.69355,139.05119,96.340134,,,,79.892624,,302.70441,200.63866,90.320824,212.60239,159.85258,157.98773,189.36551,105.80646,,47.393181,,99.962326,76.375809,49.789886,,,,99.088234,43.805996,,,,,,,1.8310789,,,97.626167,15.788934,52.677761,6.1227069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFA,10.192635,7.446178,,5.7687335,,,0.65108961,1.4155642,2.7175121,12.521818,0.36694747,0.11229373,,1.0860928,10.092258,,1.4557871,0.34301838,1.1488438,2.7207017,1.4822794,1.1471051,,,4.6739507,,20.238983,,,,8.3408279,4.1853509,4.7504578,8.0851421,8.085145,8.085145,,,,,,8.0851612,,8.0851421,,,7.3678279,,16.118765,,,,,22.458641,,,,,5.640377,,,1.2647139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,74.91568,56.186756,56.186745,18.728912,,44.949371,,56.186726,,56.186733,,7.4915648,,4.5286012,140.46684,,16.856016,11.237347,,0.623671,4.6822295,15.347842,44.949379,32.965111,,,55.808632,,42.785259,,74.915642,74.915634,74.915649,59.932537,59.932507,59.932529,,,,59.932518,,,59.932495,59.932533,,,,,,,,,,,,,,,27.718767,,,0.44998783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UZB,125.91158,144.75493,44.903412,117.45993,106.33995,81.168442,15.190761,18.01141,16.013556,161.60501,,,,,,134.0695,53.01041,63.844429,47.080162,16.165953,58.304279,47.305485,99.863716,119.26978,128.02536,,124.88223,,29.14691,,201.71068,155.87663,170.88007,220.86433,160.78233,192.24156,198.87898,,,186.17104,,,181.08231,44.547272,,,,,92.822624,,,,35.433788,,,,,,122.64562,,115.16676,1.64689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,149.83386,53.274242,,88.790451,,54.198257,,88.790474,,66.592827,22.663935,8.8790455,197.55832,5.3673277,116.53748,122.22193,39.955696,26.637115,,,13.318556,18.190363,39.955677,39.070435,66.59288,21.196264,53.274292,56.603905,,,166.48212,88.79055,88.790489,93.22995,93.229858,93.229919,93.229973,53.274261,35.516159,54.147404,157.46924,,47.800407,89.716728,133.18561,26.637129,,,,,,,,,,3.3296344,,,133.1859,,,1.732801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,103.50002,210.13333,65.183983,94.500008,154.36835,117.82815,22.051666,26.146244,23.246063,80.749985,42.000011,227.31252,344.81555,,89.250023,194.62196,76.952538,92.679726,68.343887,23.467297,36.000023,36.000004,144.96712,173.13797,185.84784,11.249998,181.28532,150.68848,42.311092,,126.00001,56.000011,126.00005,320.61774,233.39949,279.06729,288.70245,462.84103,,270.25507,149.96916,262.50348,262.86801,64.66703,157.50002,,62.999989,247.95772,180.50002,,,,51.437412,193.71602,,5.8114944,,,104.50008,36.000004,167.18179,2.3907073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETH,5.1852641,13.000002,8.4999971,6.8000007,,6.4803557,0.33122635,0.72013456,12.100002,6.370172,0.18667568,0.057126753,20.337107,0.55252355,5.1341972,,1.1000005,1.0999995,1.099999,1.384093,0.75407428,0.58356297,4.4119854,10.567609,2.3777602,,10.296106,,,,4.2431998,2.1291976,2.4166846,4.1131263,4.1131282,4.1131258,4.113131,3.8000033,,,4.3604259,4.1131339,4.1131301,4.1131248,1.4000012,,3.7482076,,8.200036,,,,,11.4253,,0.3427597,,,2.8694062,,9.8603201,0.64339298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YEM,,19.933661,6.1834798,16.174976,,,2.0918639,2.4802833,,22.254019,,21.563305,,,,,7.2998662,8.7917786,6.4832344,,,,,,17.629896,,17.197079,,,,27.776842,21.465199,23.531277,30.414413,22.140724,,27.386883,43.906036,,25.636919,,24.9016,24.936171,6.134439,12.194866,,,,,,,,,,,,,,16.88908,,,0.22678721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAR,0.25055176,0.18303938,0.049028806,0.14180475,,,0.016004842,0.034796908,,0.30780685,0.009020173,0.002760366,0.98268831,0.026697937,0.24808435,,0.035785615,0.008431956,0.028240472,,0.036436826,0.028197739,0.21318705,,0.11489338,,0.49750736,0.033124354,,,0.20503123,0.10288279,0.11677393,0.19874614,0.19874604,0.19874622,,0.22732185,0.022082917,,0.21069551,0.19874656,,0.19874619,0.088765569,0.19158149,0.18111335,,0.39622581,,,,,0.55206984,,0.016562149,,,0.13864969,0.027603613,0.47645047,0.031088758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMB,3.7566097,2.7443707,0.73510599,15.699998,,,6.3000069,0.52172142,1.0015692,4.6150537,0.13524251,0.041387096,14.733777,0.4002915,3.7196157,,0.53654635,0.12642321,0.423419,1.0027446,6.6000032,0.42277807,3.1963871,,1.7226351,0.60806489,7.459301,0.49664524,,,3.0741041,1.542558,1.7508335,2.9798675,2.9798689,2.9798696,2.9798722,3.4083107,0.33109674,,3.1590328,,2.9798706,2.9798667,1.3308927,2.8724465,2.7154939,,5.940743,,,,,8.27738,,0.24832198,,,2.0788233,0.41387078,,0.46612427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,,198.41811,128.01169,83.207596,115.2105,115.21051,,,,198.41812,,,,,,140.81282,25.602335,25.602335,,,,,,192.01749,,,,,,,140.81279,140.81282,140.81282,,,,,,,64.005844,,,64.005829,,,,,163.85495,,,,,,,,,,,145.86551,,,184.33678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUX,,145.12489,158.6467,300.65131,104.10946,115.48816,,,,228.38635,,,,,,252.78117,137.55113,169.34637,,,52.381428,,,193.69803,,,,,,60.002365,372.21033,322.6842,237.66855,,,,,,,139.13518,,,110.97738,,,,,256,,,,,,,,,,,227.89409,,172.6118,16.931438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDN,8.8496389,10.174027,3.1560125,8.255619,,5.7048841,1.067675,1.2659224,1.1255043,11.358317,1.4586195,11.005786,16.694931,0.36578885,9.6887627,,3.7258065,4.4872727,3.3090053,1.136216,4.0978875,3.3248386,7.0188694,8.3828192,8.9981985,,8.7772932,,,,14.177143,10.955702,12.010226,15.523349,11.300512,13.511613,13.978106,22.409388,,,7.2610569,12.709624,12.727278,3.1309819,6.2241902,,12.494826,,6.5239892,,,,,9.3791456,,0.28137508,,,8.6200895,,8.0944452,0.11575083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
