iso3c,c001,c002,c003,c004,c005,c006,c007,c008,c009,c010,c011,c012,c013,c014,c015,c016,c017,c018,c019,c020,c021,c022,c023,c024,c025,c026,c027,c028,c029,c030,c031,c032,c033,c034,c035,c036,c037,c038,c039,c040,c041,c042,c043,c044,c045,c046,c047,c048,c049,c050,c051,c052,c053,c054,c055,c056,c057,c058,c059,c060,c061,c062,c063,c064,c065,c066,c067,c068,c069,c070,c071,c072,c073,c074,c075,c076,c077,c078,c079,c080,c081,c082,c083,c084,c085,c086,c087,c088,c089,c090,c091,c092,c093,c094,c095,c096,c097,c098,c099,c100,c101,c102,c103,c104,c105,c106,c107,c108,c109,c110,c111,c112,c113,c114,c115,c116,c117,c118,c119,c120,c121,c122,c123,c124,c125
ARM,18.415897,21.171928,6.5675945,17.179758,15.553339,11.871744,2.2218099,2.6343582,2.3421507,23.636436,,,,,,19.609087,7.7533312,9.3379192,6.8859692,2.3644414,8.5276155,6.9189243,14.606123,,18.725056,,,,4.2630429,,29.502325,22.798611,24.993025,32.303745,,,29.08814,,,27.229477,,,26.485195,6.5155072,,,26.001469,24.982912,,,,,,,,,,,17.938223,,16.844355,0.24087507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,2.2096486,1.6142497,0.43239149,1.2505978,2.6090448,2.7615411,0.14114903,0.30687854,,2.7145882,,0.024344034,8.6664581,,2.1878896,5.863935,0.31559828,0.074362554,0.24905621,0.589818,0.32134157,0.24867964,1.8801258,4.5032845,1.0132602,0.35766584,4.3875866,,,,1.8081992,0.90733737,1.029846,1.7527691,1.752769,,,2.0047793,,1.7527658,,1.7527733,1.7527703,1.7527686,,,,,3.4943688,,,,4.4793077,4.868783,,,,,1.222771,,4.2018819,0.2741757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALB,50.372395,49.999989,20,42.787697,40.000004,43.549683,58.681606,36.968868,,29.999998,,7.1345396,,,,98.20842,15.287717,14.485313,23.331921,0.59394872,5.8914685,14.616411,40,31.394094,69.927788,,53.148964,,40.746246,,40.000004,20,19.999998,9.999999,10,10,10,49.982567,,43.508827,,,38.408855,72.089737,,,,114.15264,,,,,,,,,,,15.000003,,,1.0187279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DZA,14.572422,0,11.582984,12.378213,,12.598649,,10.69486,12.125886,119.99997,,,,,,28.411077,4.4226389,4.1905088,6.7497787,,,4.228436,5.3817496,9.0821095,20.229681,,,,11.787624,,2,2,2,14.478496,15.558102,20.707331,31.161594,,,12.586827,,46.439495,11.11144,20.855103,,,,,,,,,,,,,,,7.6367073,,8.3918915,0.29471168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGO,0.89305872,1.0267084,0.31848812,0.83311331,,,0.10774419,0.12775022,,1.1462216,0.14719602,1.110646,1.684764,0.036913484,0.97773868,,0.37598875,0.45283183,0.33392727,,0.41353717,0.33552516,0.7083078,,0.90805084,,0.88575828,0.73626202,,,1.4306828,1.1055927,1.2120087,1.5665334,1.1403869,1.3635194,1.4105963,2.2614381,0.38418597,,0.73274732,,,0.31596223,0.62811273,0.36787146,1.2609118,,0.65836644,,,,,0.94649392,,0.0283949,,,0.86989301,0.2408563,,0.011680958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,35.999966,34.999992,24.999994,20.000008,18.891289,36.000072,27.210066,4.9999933,19.435797,24.00001,8.4442682,3.3082089,,1.9997927,44.000015,45.538246,11.999993,12.000002,,0.275408,5.0000014,20.000042,12.499996,14.557115,24.000015,,24.644636,39.070065,18.89361,,59.999996,60.000069,60.000027,55.99992,56.000271,56.000092,,12.000006,,11.999998,11.999995,,11.999997,12,40.663048,,0.14999999,52.931423,,,,,,41.35247,,,,,9.9999914,,13.450818,0.47237426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,39.840488,37.573799,38.356712,34.391209,37.813469,37.813377,32.644352,31.569841,,107.694,,70.916107,,,158.49181,,60.620918,79.195488,,10.773558,10.691852,8.8066902,9.7060194,11.956813,102.40118,,,,11.282331,,171.0083,145.33827,100.50947,109.24853,64.68808,114.07973,221.61688,84.194954,,66.713043,153.53119,,51.489292,,,,,112.82353,,,,,,,,,,,108.58011,,,0.22184622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,,142.5695,121.49402,148.7682,85.541702,85.54171,60.777187,102.07768,,136.37086,,,,,,105.37748,2.4794695,2.47947,48.148403,,32.469547,,55.788055,161.16548,,,,,,0,133.89136,133.89134,133.89139,,,,,,,42.15097,,,42.150974,42.150982,,,,158.68607,,,,,,,,,,,141.2641,,0,7.6892362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHR,,,,,,,,,,228.38634,,,,,,,,,77.675331,25.601646,,,,,,,,,,,372.21033,322.6842,237.66855,,149.40442,,,218.68549,,,,287.81363,110.97738,130.96194,,,,,,,,,,,,,,,,,,16.931438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD,71.999992,44.999996,11.964328,29.999994,,,3.9056108,8.4913673,16.301201,75.113014,2.2011609,0.67360252,,,84.999985,,5,4.9999995,5,,8.8915615,49.999973,52.023315,124.60648,69.999969,9.8966589,121.40509,,,,50.033096,25.10614,28.495966,48.499332,48.499363,48.499367,48.499401,59.999989,5.3888192,,40,,48.499378,48.499302,21.66116,,44.196461,,,,,,91.999992,134.71985,,,,,33.834225,6.7360229,116.26661,7.5864811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,0.15444094,0.11583068,0.11583067,0.077220388,3.0767548,0.46332249,0.43951753,0.11583061,0.46332309,1.1583076,0.60045314,4.5306191,6.872611,0.15058009,0.46332273,,1.5337623,1.8472238,,0.46773288,0.077220522,1.368698,2.8893778,3.4508572,0.15444095,0.25728738,3.6132455,,0.8433134,,0.61776334,4.5100126,4.9441156,6.3903141,4.651947,5.5621643,,9.2250071,1.5671984,5.3865218,2.9890747,,5.2392907,1.2888951,0.463323,1.5006471,5.1436005,4.9421091,2.6856549,,,,,,,,,,3.5485306,0.98251808,,0.047649827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BWA,6.0382066,5.1885338,4.7995095,5.1290188,4.8837056,5.2203588,7.0342402,4.4315095,5.0244651,9.084794,2.182981,0.85522687,19.028759,,6.2523251,,1.832559,1.7363739,2.796828,0.07119742,0.70621824,1.7520887,2.2299728,,8.3823442,,,,,,9.8054628,9.0102882,7.5494332,5.9992924,6.4466252,8.5802565,12.912076,5.991477,,5.2154608,15.167386,19.242603,4.6041207,8.6414948,10.512059,,14.376465,13.68363,10.063021,,,,5.1855335,10.690284,,0.32070932,,,3.1643364,,,0.12211631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRA,27.133091,11.939131,15.770007,41.668385,31.969471,37.217602,46.758259,43.733559,34.150517,97.263588,18.972605,7.604188,187.23978,4.4343629,55.435429,98.159615,8.8753719,11.669577,3,0.61068821,7.532546,15.606166,19.133411,32.278107,83.251122,18.419136,54.65501,65.300858,36.184158,,89.058327,77.057755,64.746086,54.985588,50.634808,51.71714,13.999998,31.649094,35.161034,48.200356,135.18187,,35.450676,69.955803,111.88537,24.975719,104.51514,90.95829,69.867691,,,,40.339417,80.819183,,2.2254732,,,30.139566,27.984709,37.152992,1.067445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZE,47.523468,,,44.333527,,,,6.798141,,60.995434,7.8329434,59.102261,89.653549,1.9643257,52.029709,,20.007999,24.097136,17.769709,6.1016006,22.006092,17.854757,37.692085,45.016636,,3.3563287,,,,,76.132744,58.833366,64.496178,83.362007,60.684902,72.558731,75.063911,120.34079,20.444187,,38.992622,,,16.813711,33.424564,19.576036,,,35.034515,,,,,,,1.5110142,,,,12.817003,43.468002,0.62159455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRN,0.72689128,,,,,,,,,,0.10899712,0.62888211,1.2504964,,,,,,,,,,,,,0.051608142,,,,,,,0.83484334,0.83231419,0.52480346,,,0.76816273,,,1.5765588,,,0.46002173,,,,,0.50420773,,,,,,,,,,,0.181731,,0.059473991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGR,112.9657,83.352013,15.510002,0.24599999,91.36676,97.665031,131.60004,82.90683,94.000153,169.9628,,,,,,220.24327,34.284412,32.48494,52.324421,1.3320004,1.3320001,1.3319999,1.3319997,1.3319999,156.82086,,,,,,183.44537,168.56885,141.23845,,,,,,,97.573357,,,86.136147,161.66927,,,,256,,,,,,,,,,,59.199947,,0.068000004,0.001418066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMR,6.3719678,10.060095,2.6946907,3.1859829,16.259727,17.210096,0.87964892,1.9124856,3.6714709,16.917479,0,0.15171361,54.009899,,5.3099742,36.544395,1.9668287,0.4634321,1.5521357,3.6757813,0,0.30342722,11.717055,28.064751,6.3146996,0,27.343723,1.8205624,10.240119,,4.7789741,4.7789769,4.7789736,10.923364,10.923363,10.923367,10.923378,12.493906,1.2137077,10.923345,11.580132,10.923389,10.92337,10.923361,1.3654202,10.529584,2.7308419,38.838654,21.777121,,,,27.915298,30.342564,,0.91027874,,,2.2757018,0,26.186382,1.7086798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDI,2.090694,1.5273464,,1.1832719,,,0.13355027,0.2903578,,2.5684502,0.075267531,0.023033479,,0.22277734,2.0701051,,0.29860833,0.070359282,,,0.30404219,0.23529199,,,0.95871198,,,0.27640179,,,,,0.97440428,,,,,1.8968524,,,,,,1.6584086,0.74069202,,1.5112751,,,,,,,,,,,,1.1569433,,,0.25941575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMR,10.055395,11.560233,,9.3804388,,,1.2131463,1.4384052,1.2788546,12.905904,1.6573567,12.505333,18.969616,0.41562781,11.008862,,4.2334518,,3.7598579,,4.6562228,3.7778533,,,10.224206,0.71015924,9.9731941,8.2899513,,,16.108778,12.448434,13.646626,17.638399,12.8402,15.35256,,25.462664,4.3257461,,8.2503757,14.44132,,3.5575798,7.072237,4.1420536,14.197244,,7.4128823,,,,2.8297698,10.657059,,0.31971252,,,9.7945795,2.7119246,,0.13152198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAN,,48.700825,67.480873,158.3383,50.733181,51.160484,,13.862051,,248.96367,,,,,,26.009706,13.476389,13.199533,,2.197674,24.879467,,10.369158,75.277649,,,,,,,31.720608,27.588106,21.797842,,,,43.137672,,,13.199274,,,10.057011,11.231371,,,,,,,,,,,,,,,19.234785,,,1.5087316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAF,0.27999979,0.20455256,0.054791324,0.15847181,,,0.017885964,0.038886704,0.074652262,0.34398431,0.01008034,0.0030848,1.0981867,0.02983585,0.27724272,,0.039991647,0.009422993,0.03155965,,0.040719405,0.031511888,0.23824368,,0.12839715,,0.55598116,0.037017617,,,0.22912937,0.11497498,0.1304989,0.22210546,0.22210543,0.22210546,,0.25403935,0.024678413,,0.2354596,0.22210594,,0.22210537,0.099198468,0.21409871,0.20240019,,,,,,,0.61695713,,0.018508753,,,0.15494573,0.030847993,0.53244942,0.034742698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LKA,111.08187,,,35.494884,,,35.494881,14.430099,,35.494881,35.494881,35.494881,,,35.494873,,35.494873,,,,46.711323,35.494877,,,,10.370493,35.494881,,,,35.494892,35.494877,136.90315,35.494881,35.494884,,,,35.494873,,35.494877,,,35.494881,35.494877,35.494881,225.15727,,35.494884,,,,,,,,,,47.896713,13.470949,,1.3194305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCD,1.7105217,1.2496132,,0.96810526,,,0.10926559,0.23755912,0.45605132,2.1014018,0.061580855,0.018845065,6.7088323,0.18226758,1.6936767,,0.2443094,,0.19279829,,0.24875519,0.19250646,1.4554327,,0.78437936,0.27687433,3.3964942,,,,1.3997533,0.70238316,0.79721922,1.3568438,1.3568441,1.3568443,,1.5519285,0.15076055,,1.4384245,1.3568473,,1.3568435,,,1.2364646,,2.7050416,,,,3.4674976,,,,,,0.94656491,,3.2527378,0.21224359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL,140.27872,146.1237,131.51138,292.24741,66.754181,146.12369,96.149399,105.20907,68.678246,138.81758,29.838655,11.689891,260.09967,,85.461571,277.63519,73.061852,73.061852,,,9.6531324,23.948887,131.51135,204.57327,114.57623,,,,66.762436,,124.93578,146.12383,146.12386,82.002892,88.117409,117.28151,,81.896103,49.652214,71.288818,207.31943,,105.2092,118.1185,143.68689,46.261456,196.50851,187.03833,,,,,,146.12315,,,,,131.51137,,47.529751,4.6273336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHN,173.99944,160.07564,95.626274,165.4409,95.634827,77.689194,71.598877,108.71466,14.119073,148.5396,103.95161,148.3878,262.48782,,164.86917,131.39189,59.246449,59.171318,59.156025,14.729022,70.019051,101.67616,92.10247,152.15558,169.30885,8.5170488,129.07921,94.578194,26.560431,,173.58783,173.39456,173.79346,186.75842,184.6189,190.7885,182.37679,261.50858,,190.02747,103.98467,175.98094,201.00793,43.774342,80.656631,,161.2545,155.62817,84.572006,,,,129.03152,129.03574,,3.6475348,,,112.89705,72.950699,96.202293,1.3470385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL,108.00001,80,54.000015,49.99995,45.178448,48.29277,,89.999969,,100.00006,20.194435,7.9115787,176.03226,4.7824974,70,108.90454,40.000023,39.999992,40,,13.000001,16.208315,20.629156,,51.999985,18.886721,58.937519,100.00004,,,81.000031,100.00001,99.999954,47.99995,59.636818,79.374702,119.44774,199.99992,33.603981,48.247448,140.31137,,42.592052,79.941261,112.49999,36.000015,132.99457,,93.09156,,,,,,,2.9668345,,,56.000027,27.690477,,1.1296803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COG,10.731483,12.337504,3.8271296,10.011145,,,1.2947139,1.5351177,,13.773642,1.7687911,13.346136,20.245058,0.44357297,11.749056,,4.5180945,5.4414797,4.0126562,,,4.0318604,,,10.91164,0.75790721,10.643759,8.8473349,,,17.191872,13.28542,14.564168,18.824339,13.703522,16.384804,,27.174673,4.6165934,,8.8050938,,,3.7967777,7.5477467,4.4205513,15.151817,,,,,,,11.373598,,,,,10.453128,2.8942637,,0.14036503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COS,178.96674,,,51.133354,,,,52.991287,,191.75009,26.103748,,227.54301,6.1819558,115.05008,,76.700035,,,0.85136807,8.44485,20.951216,,,92.040039,24.413359,76.183884,76.700043,,,103.54506,255.66675,255.66684,92.040039,92.04007,92.040039,,95.875053,95.875061,,204.53345,,,95.875031,255.66675,44.741692,,,120.33208,,,,,,,,,,255.66678,,,1.4602475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUB,150.99998,,,5.6769185,,,,4.9048958,,3.3200006,2.4161744,0.94658518,,0.57220435,37.566006,,2.0283189,,,,,1.9392527,,,,2.2597115,,,,,122.99997,105.99999,8.3558865,6.6401544,7.1352768,9.4968281,14.291388,47.200008,4.0205684,,16.787617,,,9.5646086,11.634995,3.7460022,,,,,,,,11.832256,,0.35496849,,,113.79997,,,0.13516116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP,,,,,,,,,,,,,,,,,,,77.675331,,,,,,,,180.23251,,,,,,237.66855,,,,502.84583,218.68547,,,,,,130.96198,,,,,,,,,,,,,,,,,172.61183,16.931437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZE,,130.06824,82.696335,103.79134,87.534897,53.771439,61.304886,,41.563347,95.037849,,,,,,112.54482,86.003754,12.504984,48.566444,,32.75145,,73.779404,183.82326,,,,,,46.268436,136.30428,136.30428,136.30432,,,,,,,6.25249,,,0,6.2524905,,,,160.06377,,,,,,,,,,,142.49059,,37.514954,1.1925852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZE,0,10.499998,5.7230005,11.000002,5.8233972,6.2248278,8.3877249,5.2841897,5.9912415,9.000001,,,,,7.4553576,9,2.1851685,2.0704763,3.3349776,0.084896803,0.84210449,2.0892148,2.6590507,,20.999994,,7.5969119,,5.8241143,,4.9999986,5.000001,5.0000005,7.1536345,7.6870441,10.231215,15.39654,7.1443191,,6.2189875,,22.945145,5.4900169,10.304237,,,13.000002,16.316547,,,,,,,,,,,8.999999,,4.1463261,0.13076378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEN,27.061983,19.77,,15.316298,,,1.7286775,3.7583978,7.2151394,33.246067,0.97426456,0.29814586,,2.883635,26.795483,,3.8651922,0.91073203,3.0502417,7.2236066,3.935529,3.045625,,,12.409586,4.3803988,53.735577,3.5777516,,,22.14535,11.112328,12.612715,21.466488,21.466486,21.466494,21.466513,24.552898,,,22.75716,21.466537,,21.466478,9.587532,,,,42.796185,,,,,59.628887,,,,,14.975503,,,3.3578825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNK,,134.53427,69.957832,,71.751617,71.751625,,,,107.62743,,,,,,89.689507,,0,34.833313,,,,,89.689522,,,,,,,125.56533,125.56532,125.56534,,,,,,,62.394829,,,,,,,,,,,,,,,,,,,,,98.658478,33.794121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOM,120.29542,,,44.553852,,,,44.553852,,150.36931,13.366162,8.9107714,,5.3865018,53.464634,,53.464622,26.732311,,,,18.255348,,,,8.9107733,,105.2364,,,120.29546,89.107697,89.107712,100.24618,100.24618,100.24619,,100.24619,26.732319,,120.29544,,,90.037361,35.643085,13.366159,,,,,,,,,,3.3415318,,,80.196938,,,0.56816113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,,46.999985,47,46.999989,47.000015,47,,46.999996,46.999996,41.000038,,,,,,89.999985,9.0407524,8.566247,13.797893,0.35124579,3.4840624,,11.00137,18.56566,,,,,,,48.37431,44.451416,37.244427,,,,,,,25.729988,,,22.714003,42.632011,,,70.924957,67.50692,,,,,,52.739529,,,,,15.610965,,17.154713,32.178963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU,45.901047,3.06007,3.0600674,55.081219,60.962368,46.532097,,10.325541,9.1802177,91.802071,1.5300348,89.769081,136.17285,2.9835703,37.485825,76.859169,30.389709,36.600613,26.990017,9.2675858,3.8250868,27.119198,,,38.25087,5.0978537,71.592255,42.840981,16.709282,,115.63635,89.360695,97.961853,126.61668,92.172935,110.20783,114.01295,160.65363,31.052227,106.72773,59.225044,103.66657,103.81053,25.537971,3.0600691,3.0600686,101.91449,,53.213142,,,,20.31341,,,,,,70.310043,19.467457,,0.94412631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,179.32249,254.668,161.39024,351.41177,120.08208,,,20.338985,,448.30606,,176.82489,268.22971,,120.5529,34.658966,53.796738,72.094925,53.164253,18.255058,161.39023,107.59348,161.39026,,80.770447,,136.22481,,32.913521,,448.30609,387.27634,192.9628,401.74246,181.56,217.08464,224.5798,1613.9022,,268.98367,,204.19978,315.54721,50.304039,,,,,,,,,40.01284,,,,,,,,,1.8597158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELS,89.700005,153.24347,,76,,,,19.06761,,43.000004,21.970058,165.77165,251.4628,,133.40001,,13.5,,,,61.723301,50.079514,,,135.53288,0,91.999992,109.89227,30.856113,,236.99997,165.01747,180.90076,178,170.21072,203.51479,210.54137,71.999985,145,197.08829,109.36761,,191.70114,47.159569,50.599995,54.90741,,,98.265793,,,,,141.27083,,,,,129.83772,,,1.7434657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,,72,36.210003,,29.240005,20.399996,,,,4.5499992,,,,,,58.118385,31.62517,0,,,,,,49.999996,,,,,,,46.899998,46.900002,46.899998,,,,,,,6.8000002,,,,,,,,,,,,,,,,,,,,,,3.8928046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIN,,109.12118,92.432053,,89.864479,89.864494,,,,89.864517,,,,,,154.05344,,51.351131,,,,,,102.70229,,,,,,,102.70227,102.70226,102.7023,,,,,,,51.351124,,,,,,,,,,,,,,,,,,,,,,145.06696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,0,93.961098,141.39941,207.80276,0,0,56.475792,94.853287,,44.810379,,,,,,189.82938,172.79886,172.80217,44.740765,,27.149698,,152.68629,182.32634,,,,,97.811234,0,51.851208,51.84716,51.846275,57.600822,57.601139,57.59972,,,,57.615368,,,57.790329,,,,,147.7532,,,,,,,,,,,144.7498,,0,71.742989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PYF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJI,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEO,36.480858,41.940399,13.010035,34.032135,30.810287,23.51726,,5.2185149,4.6396689,46.822449,,,,,,38.844498,15.358915,18.497896,13.640718,4.683826,16.892731,13.706001,28.933907,34.556515,37.093281,,,,,,58.442444,45.162762,49.509781,63.991886,,,,,,53.940067,,,52.465687,12.906857,,,51.507431,49.489727,,,,,,38.663677,,,,,35.534615,,33.367718,0.47716019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAB,1.380461,,,1.1726018,,,,,,2.0769753,0.49907541,0.19552281,4.3503757,0.11819226,1.429413,,0.41896158,0.39697164,0.63941383,,0.16145633,0.40056431,,,,0.46675691,1.4565532,2.309128,,,2.2417347,,1.7259585,1.3715637,1.473834,1.9616271,2.951972,1.3697778,0.83047289,,3.4675832,,,1.9756277,2.4032784,0.7737596,,,,,,,,,,,,,0.72343385,0.68432868,,0.027918356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMB,8.5739908,,,4.8526282,,,0.54769319,1.1907651,2.2859569,10.53328,0.3086741,,,,8.4895563,,,,0.96640128,2.28864,,0.9649387,,,3.9317014,1.3878324,17.024927,1.1335312,,,7.0162621,3.520695,3.996058,6.8011789,,,,7.7790422,,,,,,6.801178,,,,,,,,,,,,,,,,,,1.0638705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,,167.68979,146.81827,145.95044,115.21254,114.46484,38.564926,,26.146162,145.56113,,,,,,149.91315,24.69285,24.886431,39.771389,,25.975887,,42.133644,173.34814,,,,,,29.858671,164.14095,164.23457,164.21637,,,,,,,39.809589,,,31.460749,32.733593,,,,127.39631,,,,,,,,,,,93.812752,,29.87068,98.47718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
